    0.461905729 14468944 14468968
    0.462153645 13051208 13051216
    1.046335416 14468968 14468984
    6.166616665 14468984 14469024
    9.872728123 14469024 14469032
    9.872859894 13051216 13051224
    9.899532811 13037160 13037184
    9.899558852 14193960 14194032
    9.899569790 14195568 14196064
    9.899616665 14446672 14446680
    9.900023436 14469032 14469040
    9.900983852 13051224 13051232
    9.929886977 14469040 14469048
    9.930066665 13051232 13051240
    9.930173956 12427408 12427416
    9.930188540 12427440 12427456
    9.930201040 12513232 12513240
    9.930216665 12601120 12601144
    9.930229165 14428896 14428904
    9.930238540 14469048 14469056
    9.930799477 13051240 13051248
    9.931300519 13051248 13051256
    9.933526040 14446456 14446464
   10.064253644 14469056 14469064
   10.064525519 13051256 13051264
   10.431014581 14469064 14469072
   10.431179165 13051264 13051272
   10.653714060 14469072 14469080
   10.653897394 13051272 13051280
   10.675696352 14469080 14469088
   10.675834373 13051280 13051288
   10.680217706 13037160 13037184
   10.680245310 14193960 14194024
   10.680255727 14195568 14196064
   10.680304165 14446456 14446680
   10.684818227 14428896 14428904
   10.685422915 12427408 12427416
   10.685462498 12427440 12427456
   10.685471352 12513232 12513240
   10.685477081 12601120 12601144
   10.685951560 13051288 13051296
   10.687515623 14446456 14446464
   10.703936456 14469088 14469096
   10.704080727 13051296 13051304
   10.704777602 14469096 14469112
   10.705190623 14469112 14469144
   10.705202602 13051304 13051584
   10.705253644 14339704 14339776
   10.705647394 11980800 11980816
   10.705656769 11980824 11980832
   10.705662498 11980872 11980880
   10.705667706 11984960 11984968
   10.705673435 11989112 11989120
   10.705678123 11989144 11989152
   10.705692706 11993192 11993200
   10.705797915 11976704 11976728
   10.708025519 11976728 11976736
   10.708870831 14469088 14469096
   10.708891144 14469144 14469160
   10.708995831 13051584 13051592
   10.709702602 12428400 12428416
   10.709807810 13051592 13051600
   10.723230727 14469160 14469168
   10.723354685 13051600 13051608
   10.724576040 14469168 14469176
   10.724677602 13051608 13051616
   10.725688540 14469176 14469184
   10.725776040 13051616 13051624
   11.579201560 14469184 14469192
   11.579319269 13051624 13051632
   11.628723435 12601424 12601472
   11.628754685 12601480 12601568
   11.628767185 14461512 14461520
   11.628772394 14469192 14469216
   11.629532810 13051632 13051640
   11.631000519 14469216 14469232
   11.631428123 13051640 13051712
   11.631453644 14339776 14339816
   11.631467185 14469232 14469248
   11.631815102 11984896 11984912
   11.631832289 11984920 11984928
   11.631845310 11984968 11984976
   11.631858331 11989040 11989048
   11.631870310 11993208 11993216
   11.631882810 11993240 11993248
   11.631958852 11972608 11972632
   11.633369789 11972632 11972640
   11.634715102 12513080 12513088
   11.634754164 12601576 12601584
   11.634765623 12601592 12601608
   11.634785935 12601624 12601640
   11.634794789 12601656 12601688
   11.634804685 12601736 12601752
   11.634813019 14469248 14469288
   11.635122394 13051712 13051720
   11.678449477 14469288 14469296
   11.678739060 13051720 13051728
   11.679410414 14469296 14469312
   11.679610414 13051728 13051744
   11.679630727 14339816 14339824
   11.679785414 11980800 11980816
   11.679805727 11980864 11980872
   11.679886456 11976704 11976728
   11.682158852 11976728 11976736
   11.682970310 14469288 14469296
   11.682986977 14469312 14469320
   11.683095831 13051744 13051752
   11.683634894 12428400 12428408
   11.683733331 13051752 13051760
   11.687516664 14469320 14469328
   11.687615102 13051760 13051768
   11.688177602 14469328 14469344
   11.688283852 13051768 13051776
   11.688291144 14339824 14339832
   11.688480206 11980824 11980832
   11.688486977 11993088 11993096
   11.688546352 11972608 11972632
   11.689630727 11972632 11972640
   11.691456248 14469320 14469328
   11.691465102 14469344 14469352
   11.691791144 13051776 13051784
   11.692532289 12428408 12428416
   11.692619789 13051784 13051792
   11.733622394 12625480 12625488
   11.766619789 14469352 14469360
   11.766919789 13051792 13051800
   11.804356248 14469360 14469368
   11.804485414 13051800 13051808
   11.807278644 14469368 14469376
   11.807409894 13051808 13051816
   11.815982810 14469376 14469384
   11.816135935 13051816 13051824
   11.825047914 14447592 14448272
   11.826565102 13051824 13051832
   12.168899477 14469384 14469416
   12.169182810 14469416 14469448
   12.169191664 13051832 13051904
   12.169201560 14339832 14339896
   12.169448956 11980872 11980880
   12.169455727 11984896 11984912
   12.169461456 11984920 11984928
   12.169466144 11984960 11984968
   12.169471352 11989112 11989120
   12.169481769 11989144 11989152
   12.169486456 11993248 11993256
   12.169540102 11976704 11976728
   12.170870831 11976728 11976736
   12.602796873 14469448 14469456
   12.603475518 13051904 13051912
   13.145736977 14469456 14469464
   13.146174477 13051912 13051920
   13.181497393 14469464 14469472
   13.181621352 13051920 13051928
   13.183063539 14469472 14469480
   13.183156768 13051928 13051936
   13.184480727 14469480 14469512
   13.184586456 13051936 13051944
   14.142239060 14469512 14469520
   14.142413539 13051944 13051952
   14.882380726 14469520 14469528
   14.882520831 13051952 13051960
   14.929984893 14469528 14469536
   14.930113018 13051960 13051968
   14.957752081 14469536 14469544
   14.957857289 13051968 13051976
   14.964784372 14469544 14469552
   14.964881247 13051976 13051984
   15.030642185 14469552 14469560
   15.030772914 13051984 13051992
   15.532622393 14469560 14469568
   15.532757289 13051992 13052000
   15.692497914 14469568 14469576
   15.692707289 13052000 13052008
   16.013762497 14469576 14469584
   16.013989580 13052008 13052016
   16.033838018 14469584 14469592
   16.034021872 13052016 13052024
   16.296915101 14469592 14469600
   16.297118226 13052024 13052032
   16.434710935 12615680 12616448
   16.434802080 14448272 14449088
   16.434866664 14449088 14450112
   16.434944268 14450112 14450688
   16.434989580 14469600 14470568
   16.435070310 14470568 14471352
   16.435135935 14471352 14472136
   16.435198435 14472136 14472672
   16.435241664 14472672 14473696
   16.435348955 14473696 14474384
   21.533335413 12616448 12616832
   21.533424996 14474384 14475168
   24.759115621 12616832 12616840
   24.760218746 12616840 12616864
   24.760230204 12673024 12673160
   24.760245829 13052032 13053056
   24.760273954 13053056 13053416
   24.760305725 14339896 14340096
   24.760709371 11980808 11980816
   24.760716662 11980824 11980832
   24.760721871 11980864 11980872
   24.760727600 11984968 11984976
   24.760732808 11989120 11989144
   24.760739579 11989152 11989160
   24.760744787 11993208 11993216
   24.760750517 11993240 11993248
   24.760755204 12222312 12222320
   24.760761454 12222528 12222536
   24.760766662 12222568 12222576
   24.760804162 11972608 11972632
   24.768127600 11972632 11972640
   24.881918225 12616864 12616872
   24.882104683 13053416 13053424
   24.933558329 12616872 12616880
   24.933711454 13053424 13053432
   26.664661975 12616880 12617208
   26.664741662 14464504 14464568
   26.664752600 14464568 14465592
   26.664831766 14465592 14466616
   26.664942183 14466616 14467072
   26.664979683 14475168 14476192
   26.665057287 14476192 14476208
   26.665068745 14476208 14477232
   26.665084891 14477232 14478088
   26.665148433 14478088 14479112
   26.665161454 14479112 14479880
   26.665222391 14483456 14484480
   26.665238016 14484480 14485504
   26.667335933 14485504 14486528
   26.667425516 14486528 14487552
   26.667505204 14487552 14488080
   26.667548433 12617208 12617296
   27.866979683 12617296 12617304
   27.881870829 12617304 12617312
   27.885566141 13053432 13053440
   27.885970308 13053440 13053448
   27.888638537 12617312 12617320
   27.889419266 13053448 13053456
   27.909961974 12617320 12617328
   27.910106766 13053456 13053464
   28.338811454 12617328 12617336
   28.338987495 13053464 13053472
   28.429379162 12617336 12617344
   28.429518224 13053472 13053480
   29.111988016 12617344 12617352
   29.112197391 13053480 13053488
   29.386285412 12617352 12617360
   29.386414058 13053488 13053496
   29.486517183 12617360 12617368
   29.486668745 13053496 13053504
   29.488134891 12617368 12617376
   29.488238537 13053504 13053512
   30.255417182 12617376 12617384
   30.255613016 13053512 13053520
   30.815834891 12617384 12617392
   30.816130203 13053520 13053528
   31.360906766 12617392 12617400
   31.362753641 13053528 13053536
   31.767294786 12617400 12617768
   31.767346870 14479880 14480616
   31.767408849 14480616 14481640
   32.609418745 12617768 12617776
   32.609597390 13053536 13053544
   32.627110411 12617776 12617784
   32.627337495 13053544 13053552
   32.701686453 12617784 12617792
   32.701857286 13053552 13053560
   34.296698953 12617792 12617800
   34.296844265 13053560 13053568
   34.354727598 12617800 12617832
   34.355001036 13053568 13053576
   36.888471348 12617832 12618104
   36.888555202 14481640 14482192
   38.136877598 12618104 12618112
   38.137120827 13053576 13053584
   42.012667701 12618112 12618280
   42.012870826 14482192 14482696
   42.608934889 12618280 12618288
   42.609103639 13053584 13053592
   43.293464055 12618288 12618296
   43.293667701 13053592 13053600
   44.240466139 12618296 12618352
   44.240509368 14471160 14471168
   44.240724993 13053600 13053608
   44.242259368 13053608 13053952
   44.242297909 13025280 13025368
   44.242310409 12618352 12618368
   44.242316659 12673160 12673312
   44.242697909 11980872 11980880
   44.242706243 11984904 11984912
   44.242711972 11984920 11984928
   44.242717180 11989112 11989120
   44.242722389 11989144 11989152
   44.242727076 11993136 11993144
   44.242732284 11993232 11993240
   44.242736972 11993248 11993256
   44.242742180 12219800 12219808
   44.242747909 12222560 12222568
   44.242753118 12222576 12222592
   44.242758847 12222600 12222608
   44.242795826 11976704 11976728
   44.245927076 11976728 11976736
   44.246883847 12427560 12427568
   44.246896347 12618368 12618424
   44.247006764 13025368 13025376
   44.410049993 12618424 12618432
   44.410236451 13025376 13025384
   45.820851555 12618432 12618440
   45.821025513 13025384 13025392
   46.187661451 13025392 13025400
   46.188898430 13025400 13025408
   46.488490097 12618440 12618448
   46.488705722 13025408 13025416
   47.031294784 12618448 12618456
   47.031584367 13025416 13025424
   47.130121347 12618456 12618752
   47.130209367 14482696 14483456
   47.130281242 14491648 14492104
   52.107258846 13025424 13025432
