0.000004 0.000143
0.000220 0.000051
0.028899 0.000120
0.029956 0.000217
0.029931 0.000241
0.029889 0.000330
0.031573 0.000123
0.038766 0.000094
0.041461 0.000096
0.236199 0.000162
0.236607 0.000063
1.346752 0.000583
1.347052 0.000283
3.817954 0.000280
3.818520 0.000072
6.466932 0.000869
6.466738 0.001063
6.467071 0.000729
6.467010 0.000790
6.467128 0.000673
6.467221 0.000580
6.707689 0.000116
6.707872 0.000223
6.707891 0.000204
6.708012 0.000155
6.708009 0.000185
6.708284 0.000055
6.708291 0.000072
6.708296 0.000073
6.708299 0.000081
6.708402 0.000044
6.708472 0.001930
6.711690 0.000089
6.711839 0.000035
6.712276 0.000040
6.712271 0.000058
6.712360 0.000034
6.712412 0.000052
6.712493 0.000778
6.830636 0.000107
6.831763 0.000074
6.831753 0.000153
6.832265 0.000049
6.832273 0.000057
6.832354 0.000045
6.832428 0.001780
6.839015 0.000178
6.839294 0.000719
6.841381 0.000136
6.841659 0.000085
6.842405 0.000076
6.842390 0.000114
6.842691 0.000058
6.842702 0.000063
6.842831 0.000053
6.842931 0.001405
6.854677 0.000123
6.854877 0.000040
6.869205 0.000121
6.869404 0.000039
6.870557 0.000065
6.870674 0.000035
6.871990 0.000088
6.872146 0.000040
6.873203 0.000071
6.873328 0.000036
6.875548 0.000165
6.875881 0.000094
6.876398 0.000129
6.876762 0.000101
6.884774 0.000156
6.885049 0.000123
6.885318 0.000112
6.886514 0.000146
6.898595 0.000138
6.898826 0.000064
6.986960 0.000189
6.987392 0.000117
6.987366 0.000187
6.987644 0.000084
6.987665 0.000081
6.987766 0.000057
6.987858 0.001463
7.019404 0.020725
7.027085 0.013044
7.032733 0.007403
7.019787 0.020392
7.040356 0.000098
7.040363 0.000131
7.040574 0.000055
7.040581 0.000068
7.040585 0.000072
7.038608 0.002089
7.040667 0.000045
7.030218 0.010536
7.041523 0.001389
7.044918 0.000137
7.044945 0.000140
7.045216 0.000050
7.045223 0.000058
7.045305 0.000049
7.045424 0.001408
7.050002 0.000142
7.050233 0.000056
7.053787 0.000127
7.054007 0.000042
7.060656 0.000136
7.061182 0.000068
7.086471 0.000137
7.086495 0.000140
7.086749 0.000053
7.086756 0.000056
7.086832 0.000044
7.087059 0.001365
7.089364 0.000121
7.089438 0.000052
7.089776 0.000064
7.089820 0.000057
7.091378 0.000097
7.091363 0.000133
7.091590 0.000047
7.091597 0.000053
7.091668 0.000041
7.091808 0.001448
7.094185 0.000112
7.094434 0.000064
7.107653 0.000117
7.107893 0.000063
7.107899 0.000084
7.108071 0.000045
7.108077 0.000053
7.108128 0.000057
7.108474 0.001435
7.127255 0.000111
7.128177 0.000114
7.189398 0.000263
7.190004 0.000157
7.210408 0.000155
7.211170 0.000061
7.250692 0.000207
7.251117 0.000638
7.262817 0.000133
7.263055 0.000048
7.265496 0.000136
7.265721 0.000039
7.266856 0.000119
7.267182 0.000089
7.270023 0.000128
7.270011 0.000169
7.270280 0.000044
7.270286 0.000052
7.270359 0.000041
7.270936 0.001549
7.300339 0.000574
7.301085 0.000141
7.327244 0.000158
7.330241 0.000145
7.330266 0.000153
7.330529 0.000047
7.330535 0.000052
7.330613 0.000044
7.333309 0.001499
7.351647 0.000133
7.352296 0.000072
7.352304 0.000078
7.352489 0.000045
7.352495 0.000054
7.352576 0.000045
7.352652 0.001499
7.360516 0.000116
7.360731 0.000060
7.361431 0.000075
7.361419 0.000125
7.361620 0.000041
7.361833 0.000052
7.361921 0.000751
7.365497 0.010493
7.375857 0.002127
7.380794 0.000156
7.382810 0.000154
7.382599 0.000414
7.383134 0.000048
7.384947 0.000118
7.426573 0.000158
7.426841 0.000038
7.573762 0.000098
7.573978 0.000069
7.573983 0.000226
7.574129 0.000088
